Date,Machine_ID,Ligne_Production,Temperature_C,Pression_bar,Quantite_Produite,Quantite_Defectueuse,Taux_Defaut,Heures_Fonctionnement,Heures_Arret
2023-06-20 15:25:00,M-001,Ligne_A,64.92,4.48,463,10.0,2.159827213822894,8.0,0.0
2023-06-20 16:49:00,M-003,Ligne_B,80.58,4.69,817,13.0,1.591187270501836,8.0,0.0
2023-06-20 19:06:00,M-004,Ligne_B,84.63,4.66,497,22.0,4.426559356136821,8.0,0.0
2023-06-20 20:11:00,M-001,Ligne_A,65.1,4.23,584,6.0,1.0273972602739725,7.06,0.94
2023-06-21 00:38:00,M-004,Ligne_B,86.91,5.32,693,28.0,4.040404040404041,6.9,1.1
2023-06-21 02:21:00,M-001,Ligne_A,71.54,4.51,508,25.0,4.921259842519685,8.0,0.0
2023-06-21 03:59:00,M-002,Ligne_A,57.78,4.5,414,12.0,2.898550724637681,6.98,1.02
2023-06-21 04:08:00,M-002,Ligne_A,70.73,4.21,289,13.0,4.498269896193772,7.72,0.28
2023-06-21 07:34:00,M-002,Ligne_A,65.79,2.9,841,115.0,13.674197384066588,8.0,0.0
2023-06-21 08:23:00,M-005,Ligne_C,87.35,4.61,699,16.0,2.28898426323319,8.0,0.0
2023-06-21 13:37:00,M-001,Ligne_A,76.37,5.24,400,6.0,1.5,7.83,0.17
2023-06-21 14:00:00,M-005,Ligne_C,85.61,5.26,320,3.0,0.9375,8.0,0.0
2023-06-21 18:55:00,M-001,Ligne_A,65.91,5.21,542,10.0,1.8450184501845017,8.0,0.0
2023-06-21 19:11:00,M-003,Ligne_B,71.45,5.43,472,16.0,3.389830508474576,8.0,0.0
2023-06-21 20:05:00,M-002,Ligne_A,66.79,3.15,454,22.0,4.845814977973569,8.0,0.0
2023-06-22 03:05:00,M-004,Ligne_B,90.29,4.12,577,7.0,1.2131715771230502,8.0,0.0
2023-06-22 08:04:00,M-004,Ligne_B,82.05,3.3,614,11.0,1.7915309446254073,7.65,0.35
2023-06-22 08:40:00,M-001,Ligne_A,77.08,4.25,522,5.0,0.9578544061302682,8.0,0.0
2023-06-22 08:51:00,M-003,Ligne_B,88.7,3.89,507,6.0,1.183431952662722,8.0,0.0
2023-06-22 09:19:00,M-002,Ligne_A,63.24,4.32,592,27.0,4.5608108108108105,8.0,0.0
2023-06-22 09:36:00,M-005,Ligne_C,81.95,4.47,506,6.0,1.185770750988142,7.94,0.06
2023-06-22 11:43:00,M-005,Ligne_C,91.26,4.97,476,17.0,3.571428571428571,8.0,0.0
2023-06-22 12:17:00,M-005,Ligne_C,84.8,5.25,539,19.0,3.525046382189239,8.0,0.0
2023-06-22 13:30:00,M-001,Ligne_A,63.58,3.89,585,28.0,4.786324786324787,8.0,0.0
2023-06-22 13:40:00,M-001,Ligne_A,75.01,4.82,149,7.0,4.697986577181208,8.0,0.0
2023-06-22 13:56:00,M-002,Ligne_A,75.46,5.33,534,25.0,4.681647940074907,8.0,0.0
2023-06-22 18:25:00,M-004,Ligne_B,88.78,6.05,418,8.0,1.9138755980861244,8.0,0.0
2023-06-22 18:38:00,M-005,Ligne_C,81.36,3.7,291,7.0,2.405498281786942,8.0,0.0
2023-06-22 19:08:00,M-003,Ligne_B,87.99,6.09,807,34.0,4.2131350681536555,8.0,0.0
2023-06-22 19:27:00,M-001,Ligne_A,65.74,6.03,353,16.0,4.53257790368272,8.0,0.0
2023-06-22 20:01:00,M-004,Ligne_B,83.2,5.44,339,10.0,2.949852507374631,8.0,0.0
2023-06-22 23:43:00,M-003,Ligne_B,88.37,4.51,557,26.0,4.66786355475763,8.0,0.0
2023-06-23 00:37:00,M-004,Ligne_B,81.26,4.57,261,2.0,0.7662835249042145,7.14,0.86
2023-06-23 01:21:00,M-002,Ligne_A,73.06,5.19,401,8.0,1.99501246882793,8.0,0.0
2023-06-23 03:15:00,M-004,Ligne_B,93.56,3.17,669,31.0,4.633781763826607,8.0,0.0
2023-06-23 03:29:00,M-005,Ligne_C,99.42,3.76,751,33.0,4.394141145139813,8.0,0.0
2023-06-23 03:48:00,M-002,Ligne_A,70.91,3.45,520,22.0,4.230769230769231,8.0,0.0
2023-06-23 10:25:00,M-005,Ligne_C,88.49,5.29,567,27.0,4.761904761904762,8.0,0.0
2023-06-23 14:08:00,M-003,Ligne_B,79.58,4.07,784,14.0,1.7857142857142856,8.0,0.0
2023-06-23 14:45:00,M-001,Ligne_A,69.25,3.49,439,10.0,2.277904328018223,8.0,0.0
2023-06-23 16:33:00,M-003,Ligne_B,81.84,4.45,402,58.0,14.427860696517413,8.0,0.0
2023-06-23 17:15:00,M-001,Ligne_A,65.16,5.21,709,18.0,2.538787023977433,6.8,1.2
2023-06-23 17:23:00,M-002,Ligne_A,70.71,3.28,479,15.0,3.1315240083507305,8.0,0.0
2023-06-23 17:39:00,M-003,Ligne_B,78.98,2.85,540,95.0,17.59259259259259,8.0,0.0
2023-06-23 18:27:00,M-002,Ligne_A,72.98,3.59,358,3.0,0.8379888268156425,8.0,0.0
2023-06-23 20:43:00,M-002,Ligne_A,70.62,4.7,313,11.0,3.5143769968051117,7.89,0.11
2023-06-23 21:30:00,M-002,Ligne_A,64.92,4.93,294,10.0,3.4013605442176873,8.0,0.0
2023-06-23 21:38:00,M-002,Ligne_A,78.82,3.86,279,3.0,1.0752688172043012,8.0,0.0
2023-06-23 22:05:00,M-005,Ligne_C,87.31,4.05,521,20.0,3.8387715930902107,7.28,0.72
2023-06-24 00:54:00,M-005,Ligne_C,89.03,4.36,478,22.0,4.602510460251046,7.92,0.08
2023-06-24 02:53:00,M-001,Ligne_A,81.75,5.26,361,8.0,2.21606648199446,7.97,0.03
2023-06-24 03:51:00,M-002,Ligne_A,70.5,3.52,438,14.0,3.1963470319634704,7.41,0.59
2023-06-24 05:03:00,M-002,Ligne_A,57.54,5.47,663,12.0,1.809954751131222,8.0,0.0
2023-06-24 05:06:00,M-004,Ligne_B,82.49,5.21,621,16.0,2.576489533011272,8.0,0.0
2023-06-24 11:52:00,M-004,Ligne_B,83.1,3.0,490,14.0,2.857142857142857,7.05,0.95
2023-06-24 11:53:00,M-002,Ligne_A,69.61,4.16,656,8.0,1.2195121951219512,8.0,0.0
2023-06-24 12:42:00,M-005,Ligne_C,96.88,4.515,175,3.0,1.7142857142857144,8.0,0.0
2023-06-24 14:43:00,M-004,Ligne_B,85.8,4.5,470,15.0,3.1914893617021276,8.0,0.0
2023-06-24 14:50:00,M-002,Ligne_A,70.09,5.55,532,23.0,4.323308270676692,8.0,0.0
2023-06-24 15:12:00,M-005,Ligne_C,89.96,4.51,498,18.0,3.614457831325301,7.91,0.09
2023-06-24 15:46:00,M-003,Ligne_B,84.72,4.1,665,28.0,4.2105263157894735,8.0,0.0
2023-06-25 00:37:00,M-003,Ligne_B,76.25,3.7,214,10.0,4.672897196261682,7.23,0.77
2023-06-25 02:35:00,M-005,Ligne_C,84.0,5.24,428,16.0,3.7383177570093453,8.0,0.0
2023-06-25 05:07:00,M-002,Ligne_A,62.78,4.25,418,4.0,0.9569377990430622,8.0,0.0
2023-06-25 05:45:00,M-002,Ligne_A,76.21,4.29,658,24.0,3.64741641337386,8.0,0.0
2023-06-25 06:43:00,M-004,Ligne_B,91.61,3.71,426,14.0,3.286384976525822,8.0,0.0
2023-06-25 07:20:00,M-004,Ligne_B,97.33,4.4,208,4.0,1.9230769230769231,8.0,0.0
2023-06-25 07:56:00,M-001,Ligne_A,66.47,3.95,373,5.0,1.3404825737265416,8.0,0.0
2023-06-25 09:23:00,M-001,Ligne_A,68.52,4.42,588,13.0,2.2108843537414966,8.0,0.0
2023-06-25 10:52:00,M-004,Ligne_B,79.77,5.48,642,21.0,3.2710280373831773,8.0,0.0
2023-06-25 11:11:00,M-004,Ligne_B,83.76,4.65,354,12.0,3.389830508474576,7.38,0.62
2023-06-25 12:58:00,M-003,Ligne_B,81.42,4.83,209,7.0,3.349282296650718,7.73,0.27
2023-06-25 13:19:00,M-005,Ligne_C,87.88,4.93,525,10.0,1.9047619047619049,7.59,0.41
2023-06-25 13:36:00,M-004,Ligne_B,80.71,3.22,389,7.0,1.7994858611825193,8.0,0.0
2023-06-25 13:38:00,M-004,Ligne_B,77.94,4.57,336,16.0,4.761904761904762,8.0,0.0
2023-06-25 14:50:00,M-004,Ligne_B,80.21,3.81,694,9.0,1.2968299711815563,8.0,0.0
2023-06-25 17:34:00,M-004,Ligne_B,74.59,4.57,687,23.0,3.3478893740902476,8.0,0.0
2023-06-25 17:44:00,M-004,Ligne_B,85.95,5.03,823,38.0,4.6172539489671935,8.0,0.0
2023-06-25 20:06:00,M-005,Ligne_C,85.16,5.11,441,7.0,1.5873015873015872,7.49,0.51
2023-06-25 20:41:00,M-004,Ligne_B,71.82,3.73,500,8.0,1.6,8.0,0.0
2023-06-25 22:05:00,M-005,Ligne_C,92.04,4.46,774,18.0,2.3255813953488373,7.58,0.42
2023-06-25 22:51:00,M-002,Ligne_A,73.35,6.09,401,4.0,0.997506234413965,8.0,0.0
2023-06-26 01:41:00,M-004,Ligne_B,71.76,4.45,534,9.0,1.6853932584269662,8.0,0.0
2023-06-26 02:37:00,M-005,Ligne_C,84.4,4.58,204,9.0,4.411764705882353,7.73,0.27
2023-06-26 06:12:00,M-004,Ligne_B,89.42,4.85,365,8.0,2.191780821917808,8.0,0.0
2023-06-26 06:24:00,M-002,Ligne_A,62.07,5.38,324,10.0,3.0864197530864197,7.71,0.29
2023-06-26 06:26:00,M-001,Ligne_A,63.03,4.65,510,23.0,4.509803921568627,8.0,0.0
2023-06-26 09:08:00,M-003,Ligne_B,65.33,4.98,440,15.0,3.4090909090909087,8.0,0.0
2023-06-26 11:19:00,M-003,Ligne_B,82.29,5.07,396,9.0,2.272727272727273,7.77,0.23
2023-06-26 12:08:00,M-003,Ligne_B,75.13,5.31,272,4.0,1.4705882352941175,8.0,0.0
2023-06-26 13:47:00,M-003,Ligne_B,87.48,4.81,676,13.0,1.9230769230769231,8.0,0.0
2023-06-26 18:19:00,M-004,Ligne_B,84.45,4.53,477,13.0,2.7253668763102725,8.0,0.0
2023-06-26 19:16:00,M-002,Ligne_A,74.53,4.62,512,20.0,3.90625,8.0,0.0
2023-06-26 21:08:00,M-001,Ligne_A,69.91999999999999,4.51,744,20.0,2.6881720430107525,7.82,0.18
2023-06-27 01:06:00,M-002,Ligne_A,63.96,4.83,333,4.0,1.2012012012012012,8.0,0.0
2023-06-27 08:14:00,M-001,Ligne_A,72.17,3.59,392,17.0,4.336734693877551,8.0,0.0
2023-06-27 09:07:00,M-004,Ligne_B,77.38,6.74,426,8.0,1.8779342723004695,8.0,0.0
2023-06-27 09:10:00,M-003,Ligne_B,69.48,5.52,301,13.0,4.318936877076411,8.0,0.0
2023-06-27 12:05:00,M-003,Ligne_B,87.79,4.2,458,5.0,1.0917030567685588,7.92,0.08
2023-06-27 12:25:00,M-003,Ligne_B,82.4,4.44,625,8.0,1.28,6.39,1.61
2023-06-27 12:55:00,M-004,Ligne_B,87.35,4.9,574,25.0,4.355400696864112,8.0,0.0
2023-06-27 14:41:00,M-001,Ligne_A,74.42,4.03,669,27.0,4.0358744394618835,8.0,0.0
2023-06-27 15:34:00,M-002,Ligne_A,65.72,3.55,527,13.0,2.4667931688804554,8.0,0.0
2023-06-27 15:39:00,M-004,Ligne_B,84.84,4.42,542,22.0,4.059040590405904,8.0,0.0
2023-06-27 22:04:00,M-005,Ligne_C,83.58,5.4,707,32.0,4.526166902404526,8.0,0.0
2023-06-28 00:26:00,M-002,Ligne_A,66.6,3.87,610,27.0,4.426229508196721,8.0,0.0
2023-06-28 01:09:00,M-005,Ligne_C,93.97,2.99,436,65.0,14.908256880733944,8.0,0.0
2023-06-28 02:28:00,M-004,Ligne_B,88.14,4.53,457,4.0,0.87527352297593,8.0,0.0
2023-06-28 02:55:00,M-002,Ligne_A,67.57,3.61,614,20.0,3.257328990228013,8.0,0.0
2023-06-28 02:56:00,M-004,Ligne_B,93.54,5.47,515,9.0,1.7475728155339807,7.71,0.29
2023-06-28 03:11:00,M-002,Ligne_A,110.84,3.61,381,31.0,8.136482939632545,8.0,0.0
2023-06-28 09:44:00,M-003,Ligne_B,76.66,4.72,409,11.0,2.689486552567237,8.0,0.0
2023-06-28 11:46:00,M-002,Ligne_A,72.05,5.12,518,25.0,4.826254826254826,8.0,0.0
2023-06-28 11:54:00,M-005,Ligne_C,83.73,6.07,550,10.0,1.8181818181818181,8.0,0.0
2023-06-28 13:21:00,M-005,Ligne_C,92.85,4.34,421,11.0,2.6128266033254155,8.0,0.0
2023-06-28 13:30:00,M-002,Ligne_A,66.29,3.82,718,33.0,4.596100278551532,8.0,0.0
2023-06-28 14:29:00,M-003,Ligne_B,83.29,3.89,354,12.0,3.389830508474576,8.0,0.0
2023-06-28 15:06:00,M-003,Ligne_B,90.18,5.62,536,12.0,2.2388059701492535,8.0,0.0
2023-06-28 16:45:00,M-002,Ligne_A,69.29,6.57,257,12.0,4.669260700389105,8.0,0.0
2023-06-28 18:39:00,M-005,Ligne_C,102.0,3.8,361,36.0,9.97229916897507,8.0,0.0
2023-06-28 19:36:00,M-001,Ligne_A,75.51,4.64,420,13.0,3.0952380952380953,8.0,0.0
2023-06-28 22:36:00,M-003,Ligne_B,90.63,3.17,275,6.0,2.181818181818182,8.0,0.0
2023-06-29 00:05:00,M-001,Ligne_A,61.81,4.29,681,29.0,4.258443465491924,7.82,0.18
2023-06-29 03:04:00,M-005,Ligne_C,81.46,5.35,486,5.0,1.02880658436214,8.0,0.0
2023-06-29 09:41:00,M-001,Ligne_A,68.81,4.76,621,19.0,3.059581320450886,7.02,0.98
2023-06-29 13:30:00,M-004,Ligne_B,97.27,4.27,388,12.0,3.0927835051546393,8.0,0.0
2023-06-29 17:16:00,M-002,Ligne_A,67.21,4.99,436,7.0,1.6055045871559634,8.0,0.0
2023-06-29 17:17:00,M-004,Ligne_B,93.91,4.26,528,16.0,3.0303030303030303,8.0,0.0
2023-06-29 17:20:00,M-005,Ligne_C,83.72,4.06,676,17.0,2.514792899408284,7.72,0.28
2023-06-29 17:51:00,M-004,Ligne_B,99.81,4.3,272,13.0,4.779411764705882,7.05,0.95
2023-06-29 19:41:00,M-003,Ligne_B,85.15,5.1,724,87.0,12.01657458563536,6.27,1.73
2023-06-29 23:11:00,M-001,Ligne_A,71.01,3.77,567,8.0,1.4109347442680775,8.0,0.0
2023-06-30 02:04:00,M-002,Ligne_A,73.19,3.93,434,20.0,4.6082949308755765,6.94,1.06
2023-06-30 04:00:00,M-004,Ligne_B,74.65,2.67,333,35.0,10.51051051051051,8.0,0.0
2023-06-30 05:08:00,M-005,Ligne_C,81.37,4.07,352,3.0,0.8522727272727272,8.0,0.0
2023-06-30 07:40:00,M-005,Ligne_C,62.37,4.22,346,12.0,3.4682080924855487,7.87,0.13
2023-06-30 09:45:00,M-001,Ligne_A,77.67,2.85,450,51.0,11.333333333333332,8.0,0.0
2023-06-30 11:31:00,M-002,Ligne_A,73.66,4.12,545,14.0,2.5688073394495414,8.0,0.0
2023-06-30 11:57:00,M-003,Ligne_B,71.74,4.37,548,15.0,2.737226277372263,8.0,0.0
2023-06-30 16:04:00,M-003,Ligne_B,92.7,4.44,109,1.0,0.9174311926605505,8.0,0.0
2023-06-30 16:34:00,M-005,Ligne_C,83.98,4.4,561,20.0,3.5650623885918007,7.06,0.94
2023-06-30 17:21:00,M-004,Ligne_B,78.68,4.24,740,25.0,3.3783783783783785,8.0,0.0
2023-06-30 17:32:00,M-003,Ligne_B,85.93,6.08,827,26.0,3.143893591293833,8.0,0.0
2023-06-30 19:27:00,M-005,Ligne_C,82.44,5.49,736,28.0,3.804347826086957,7.49,0.51
2023-06-30 20:18:00,M-002,Ligne_A,79.97,4.67,264,2.0,0.7575757575757576,8.0,0.0
2023-07-01 01:49:00,M-002,Ligne_A,68.46,6.15,704,34.0,4.829545454545454,8.0,0.0
2023-07-01 02:09:00,M-002,Ligne_A,63.77,3.2,388,13.0,3.350515463917526,7.42,0.58
2023-07-01 03:00:00,M-001,Ligne_A,74.04,5.35,487,13.0,2.6694045174537986,7.83,0.17
2023-07-01 05:41:00,M-004,Ligne_B,83.19,4.1,508,12.0,2.3622047244094486,8.0,0.0
2023-07-01 06:42:00,M-002,Ligne_A,72.21,4.41,647,14.0,2.1638330757341575,6.58,1.42
2023-07-01 06:57:00,M-002,Ligne_A,70.99,4.66,721,12.0,1.6643550624133148,8.0,0.0
2023-07-01 07:11:00,M-002,Ligne_A,70.31,4.73,506,10.0,1.9762845849802373,8.0,0.0
2023-07-01 07:51:00,M-004,Ligne_B,84.67,5.66,564,7.0,1.2411347517730498,8.0,0.0
2023-07-01 08:50:00,M-005,Ligne_C,77.43,4.42,532,10.0,1.8796992481203008,8.0,0.0
2023-07-01 12:27:00,M-005,Ligne_C,92.0,5.2,0,0.0,0.0,7.59,0.41
2023-07-01 13:26:00,M-004,Ligne_B,84.43,4.19,699,11.0,1.5736766809728182,7.23,0.77
2023-07-01 14:58:00,M-003,Ligne_B,83.69,4.32,542,22.0,4.059040590405904,8.0,0.0
2023-07-01 19:42:00,M-001,Ligne_A,62.85,4.05,462,13.0,2.813852813852814,8.0,0.0
2023-07-01 21:49:00,M-004,Ligne_B,79.34,5.08,422,7.0,1.6587677725118484,7.79,0.21
2023-07-01 22:36:00,M-004,Ligne_B,88.58,4.7,485,20.0,4.123711340206185,8.0,0.0
2023-07-02 00:39:00,M-004,Ligne_B,79.19,4.97,442,16.0,3.619909502262444,8.0,0.0
2023-07-02 04:08:00,M-004,Ligne_B,83.55,3.93,540,12.0,2.2222222222222223,5.53,2.47
2023-07-02 04:42:00,M-005,Ligne_C,93.14,5.22,358,6.0,1.675977653631285,7.89,0.11
2023-07-02 05:03:00,M-005,Ligne_C,79.14,3.05,618,26.0,4.207119741100324,7.9,0.1
2023-07-02 07:28:00,M-002,Ligne_A,68.42,4.48,397,19.0,4.785894206549118,8.0,0.0
2023-07-02 13:22:00,M-004,Ligne_B,84.8,4.46,720,9.0,1.25,8.0,0.0
2023-07-02 15:01:00,M-005,Ligne_C,95.2,4.92,543,23.0,4.23572744014733,8.0,0.0
2023-07-02 15:42:00,M-004,Ligne_B,149.88,5.05,591,111.0,18.781725888324875,8.0,0.0
2023-07-02 19:57:00,M-004,Ligne_B,94.93,2.94,600,60.0,10.0,8.0,0.0
2023-07-02 20:09:00,M-001,Ligne_A,74.92,3.43,367,7.0,1.9073569482288828,7.87,0.13
2023-07-02 22:35:00,M-002,Ligne_A,67.59,4.69,629,12.0,1.9077901430842605,7.85,0.15
2023-07-03 00:31:00,M-005,Ligne_C,92.57,5.55,597,26.0,4.355108877721943,8.0,0.0
2023-07-03 02:44:00,M-003,Ligne_B,90.86,4.63,714,10.0,1.400560224089636,8.0,0.0
2023-07-03 02:50:00,M-003,Ligne_B,84.11,3.29,396,8.0,2.0202020202020203,8.0,0.0
2023-07-03 02:55:00,M-001,Ligne_A,71.09,4.28,549,11.0,2.0036429872495445,7.85,0.15
2023-07-03 03:55:00,M-001,Ligne_A,63.95,6.24,475,7.0,1.4736842105263157,8.0,0.0
2023-07-03 07:37:00,M-004,Ligne_B,81.2,3.94,488,16.0,3.278688524590164,8.0,0.0
2023-07-03 08:08:00,M-002,Ligne_A,69.79,4.45,256,3.0,1.171875,8.0,0.0
2023-07-03 08:22:00,M-004,Ligne_B,84.75,4.08,346,12.0,3.4682080924855487,5.53,2.47
2023-07-03 09:15:00,M-005,Ligne_C,83.0,5.8,295,14.0,4.745762711864407,8.0,0.0
2023-07-03 09:16:00,M-004,Ligne_B,84.03,5.51,410,12.0,2.9268292682926833,8.0,0.0
2023-07-03 09:37:00,M-002,Ligne_A,69.79,3.88,424,11.0,2.5943396226415096,7.93,0.07
2023-07-03 16:54:00,M-001,Ligne_A,67.96,5.98,325,5.0,1.5384615384615385,8.0,0.0
2023-07-03 19:01:00,M-002,Ligne_A,70.51,4.7,506,7.0,1.383399209486166,8.0,0.0
2023-07-03 21:29:00,M-002,Ligne_A,73.43,4.18,126,2.0,1.5873015873015872,8.0,0.0
2023-07-03 22:26:00,M-002,Ligne_A,73.3,3.66,335,15.0,4.477611940298507,8.0,0.0
2023-07-03 23:08:00,M-005,Ligne_C,91.42,5.47,403,13.0,3.225806451612903,8.0,0.0
2023-07-04 00:27:00,M-001,Ligne_A,73.97,5.69,468,10.0,2.1367521367521367,7.48,0.52
2023-07-04 01:01:00,M-005,Ligne_C,83.31,5.25,504,12.0,2.380952380952381,8.0,0.0
2023-07-04 01:31:00,M-003,Ligne_B,79.72,4.78,520,15.0,2.8846153846153846,8.0,0.0
2023-07-04 01:51:00,M-002,Ligne_A,80.48,4.13,458,21.0,4.585152838427948,8.0,0.0
2023-07-04 02:57:00,M-005,Ligne_C,81.89,5.01,346,14.0,4.046242774566474,8.0,0.0
2023-07-04 04:43:00,M-001,Ligne_A,67.51,5.15,513,19.0,3.7037037037037033,8.0,0.0
2023-07-04 05:19:00,M-001,Ligne_A,73.73,3.73,537,26.0,4.8417132216014895,8.0,0.0
2023-07-04 07:41:00,M-001,Ligne_A,68.23,4.06,567,24.0,4.232804232804233,8.0,0.0
2023-07-04 08:05:00,M-004,Ligne_B,93.28,2.63,544,54.0,9.926470588235293,8.0,0.0
2023-07-04 10:26:00,M-003,Ligne_B,82.16,4.93,641,18.0,2.80811232449298,8.0,0.0
2023-07-04 12:24:00,M-001,Ligne_A,70.98,5.11,593,23.0,3.87858347386172,8.0,0.0
2023-07-04 12:30:00,M-001,Ligne_A,69.91999999999999,5.12,410,13.0,3.1707317073170733,8.0,0.0
2023-07-04 13:09:00,M-002,Ligne_A,135.58,3.1,669,68.0,10.164424514200299,8.0,0.0
2023-07-04 14:06:00,M-002,Ligne_A,70.25,4.67,583,23.0,3.9451114922813035,8.0,0.0
2023-07-04 15:51:00,M-004,Ligne_B,78.12,5.37,468,7.0,1.4957264957264957,8.0,0.0
2023-07-04 16:56:00,M-001,Ligne_A,67.56,4.29,399,18.0,4.511278195488721,7.96,0.04
2023-07-04 17:35:00,M-001,Ligne_A,66.3,5.38,128,5.0,3.90625,8.0,0.0
2023-07-04 19:54:00,M-005,Ligne_C,83.78,3.9,300,6.0,2.0,8.0,0.0
2023-07-04 22:12:00,M-005,Ligne_C,94.16,5.06,518,5.0,0.9652509652509652,8.0,0.0
2023-07-04 22:15:00,M-004,Ligne_B,90.34,5.24,518,9.0,1.7374517374517375,8.0,0.0
2023-07-05 00:13:00,M-002,Ligne_A,77.99,5.74,539,24.0,4.452690166975881,7.22,0.78
2023-07-05 00:23:00,M-005,Ligne_C,148.97,3.49,465,55.0,11.827956989247312,8.0,0.0
2023-07-05 02:33:00,M-003,Ligne_B,83.74,3.99,446,6.0,1.345291479820628,8.0,0.0
2023-07-05 02:58:00,M-005,Ligne_C,86.15,3.91,424,18.0,4.245283018867925,7.72,0.28
2023-07-05 03:09:00,M-003,Ligne_B,77.07,4.5,628,16.0,2.547770700636943,7.31,0.69
2023-07-05 03:43:00,M-004,Ligne_B,83.69,6.24,716,21.0,2.9329608938547485,8.0,0.0
2023-07-05 04:52:00,M-004,Ligne_B,73.29,4.33,552,22.0,3.985507246376811,8.0,0.0
2023-07-05 07:29:00,M-005,Ligne_C,84.8,3.96,414,9.0,2.1739130434782608,7.88,0.12
2023-07-05 08:42:00,M-001,Ligne_A,74.08,3.07,651,23.0,3.5330261136712746,7.99,0.01
2023-07-05 13:30:00,M-004,Ligne_B,93.9,4.24,455,15.0,3.296703296703297,7.27,0.73
2023-07-05 16:37:00,M-005,Ligne_C,88.17,3.94,257,7.0,2.7237354085603114,8.0,0.0
2023-07-05 17:18:00,M-001,Ligne_A,71.89,3.67,411,7.0,1.70316301703163,8.0,0.0
2023-07-05 17:32:00,M-003,Ligne_B,83.41,3.56,734,27.0,3.6784741144414173,7.56,0.44
2023-07-05 18:12:00,M-001,Ligne_A,128.09,4.16,698,121.0,17.335243553008596,8.0,0.0
2023-07-05 19:48:00,M-004,Ligne_B,84.77,2.14,740,131.0,17.7027027027027,8.0,0.0
2023-07-05 20:45:00,M-001,Ligne_A,69.69,4.63,410,13.0,3.1707317073170733,8.0,0.0
2023-07-05 23:49:00,M-001,Ligne_A,73.08,4.1,341,16.0,4.69208211143695,8.0,0.0
2023-07-06 00:19:00,M-001,Ligne_A,71.85,3.71,355,8.0,2.2535211267605635,8.0,0.0
2023-07-06 02:23:00,M-002,Ligne_A,71.18,3.45,539,22.0,4.081632653061225,8.0,0.0
2023-07-06 03:57:00,M-003,Ligne_B,83.65,3.43,372,4.0,1.0752688172043012,7.61,0.39
2023-07-06 05:23:00,M-005,Ligne_C,91.76,4.41,573,15.0,2.6178010471204187,6.26,1.74
2023-07-06 09:13:00,M-001,Ligne_A,69.91999999999999,5.28,562,99.0,17.615658362989322,7.4,0.6
2023-07-06 10:19:00,M-002,Ligne_A,70.27,3.78,652,14.0,2.147239263803681,8.0,0.0
2023-07-06 10:52:00,M-005,Ligne_C,80.09,5.28,263,11.0,4.182509505703422,8.0,0.0
2023-07-06 11:58:00,M-003,Ligne_B,87.76,3.52,560,17.0,3.0357142857142856,8.0,0.0
2023-07-06 12:11:00,M-001,Ligne_A,65.2,3.55,419,20.0,4.77326968973747,8.0,0.0
2023-07-06 12:28:00,M-005,Ligne_C,83.72,4.55,474,11.0,2.320675105485232,8.0,0.0
2023-07-06 14:00:00,M-001,Ligne_A,63.37,5.58,677,25.0,3.6927621861152145,8.0,0.0
2023-07-06 14:09:00,M-003,Ligne_B,91.29,4.76,381,8.0,2.099737532808399,8.0,0.0
2023-07-06 19:15:00,M-003,Ligne_B,84.48,4.17,316,12.0,3.79746835443038,8.0,0.0
2023-07-06 21:59:00,M-004,Ligne_B,67.66,3.62,328,4.0,1.2195121951219512,8.0,0.0
2023-07-07 07:38:00,M-003,Ligne_B,89.59,5.94,698,21.0,3.0085959885386817,8.0,0.0
2023-07-07 11:12:00,M-003,Ligne_B,78.19,5.41,35,1.0,2.857142857142857,8.0,0.0
2023-07-07 12:23:00,M-004,Ligne_B,76.11,5.27,483,17.0,3.5196687370600417,8.0,0.0
2023-07-07 14:00:00,M-002,Ligne_A,69.44,4.31,650,10.0,1.5384615384615385,8.0,0.0
2023-07-07 14:39:00,M-005,Ligne_C,89.63,4.91,539,23.0,4.267161410018553,8.0,0.0
2023-07-07 14:40:00,M-002,Ligne_A,74.67,4.71,422,5.0,1.1848341232227488,8.0,0.0
2023-07-07 16:32:00,M-002,Ligne_A,53.12,4.14,614,10.0,1.6286644951140066,8.0,0.0
2023-07-07 17:52:00,M-004,Ligne_B,82.27,5.47,402,4.0,0.9950248756218906,8.0,0.0
2023-07-07 19:17:00,M-001,Ligne_A,75.02,4.94,623,8.0,1.2841091492776886,8.0,0.0
2023-07-07 22:37:00,M-001,Ligne_A,61.37,4.17,463,10.0,2.159827213822894,8.0,0.0
2023-07-08 05:00:00,M-001,Ligne_A,68.27,5.18,213,6.0,2.8169014084507045,6.25,1.75
2023-07-08 05:36:00,M-005,Ligne_C,97.44,5.23,282,7.0,2.4822695035460995,8.0,0.0
2023-07-08 09:01:00,M-004,Ligne_B,84.88,3.92,617,20.0,3.2414910858995136,8.0,0.0
2023-07-08 09:08:00,M-003,Ligne_B,91.47,4.45,487,19.0,3.9014373716632447,8.0,0.0
2023-07-08 13:56:00,M-001,Ligne_A,72.49,4.9,406,18.0,4.433497536945813,6.7,1.3
2023-07-08 14:31:00,M-003,Ligne_B,85.15,4.45,643,9.0,1.3996889580093312,8.0,0.0
2023-07-08 16:17:00,M-001,Ligne_A,69.62,3.17,629,19.0,3.0206677265500796,8.0,0.0
2023-07-08 17:00:00,M-002,Ligne_A,56.16,5.53,928,9.0,0.9698275862068966,8.0,0.0
