Date,Machine_ID,Ligne_Production,Temperature_C,Pression_bar,Quantite_Produite,Quantite_Defectueuse,Heures_Fonctionnement,Heures_Arret
2023-07-13 04:40:00,M-004,Ligne_B,80.32,3.38,493,,8.0,0.0
2023-07-13 06:22:00,M-001,Ligne_A,77.67,3.51,282,12.0,8.0,0.0
2023-07-13 07:16:00,M-002,Ligne_A,76.58,2.17,316,31.0,6.94,1.06
2023-07-13 08:42:00,M-001,Ligne_A,65.42,3.99,585,22.0,8.0,0.0
2023-07-13 11:34:00,M-004,Ligne_B,76.47,4.82,405,15.0,7.49,0.51
2023-07-13 11:37:00,M-005,Ligne_C,74.01,5.75,528,21.0,8.0,0.0
2023-07-13 12:01:00,M-001,Ligne_A,76.39,4.92,618,21.0,8.0,0.0
2023-07-13 12:05:00,M-001,Ligne_A,68.29,4.65,694,13.0,8.0,0.0
2023-07-13 15:53:00,M-002,Ligne_A,59.15,5.07,464,20.0,8.0,0.0
2023-07-13 17:24:00,M-005,Ligne_C,98.34,5.44,670,12.0,8.0,0.0
2023-07-13 18:10:00,M-005,Ligne_C,80.52,5.37,332,10.0,8.0,0.0
2023-07-13 18:14:00,M-003,Ligne_B,85.77,4.64,328,11.0,8.0,0.0
2023-07-13 18:24:00,M-004,Ligne_B,84.77,2.53,419,33.0,8.0,0.0
2023-07-13 21:38:00,M-004,Ligne_B,88.32,4.09,714,32.0,8.0,0.0
2023-07-13 22:08:00,M-002,Ligne_A,132.16,4.52,411,44.0,8.0,0.0
2023-07-14 00:24:00,M-001,Ligne_A,71.64,5.47,392,18.0,8.0,0.0
2023-07-14 01:59:00,M-005,Ligne_C,92.68,4.16,578,20.0,8.0,0.0
2023-07-14 02:48:00,M-005,Ligne_C,81.32,4.02,358,5.0,8.0,0.0
2023-07-14 02:49:00,M-002,Ligne_A,63.76,4.11,503,16.0,6.77,1.23
2023-07-14 03:22:00,M-003,Ligne_B,82.99,6.97,563,16.0,8.0,0.0
2023-07-14 03:35:00,M-005,Ligne_C,80.87,4.4,221,,8.0,0.0
2023-07-14 05:03:00,M-001,Ligne_A,72.43,5.42,263,3.0,8.0,0.0
2023-07-14 05:08:00,M-003,Ligne_B,76.03,3.9,599,28.0,8.0,0.0
2023-07-14 05:23:00,M-001,Ligne_A,83.01,4.87,794,8.0,8.0,0.0
2023-07-14 05:42:00,M-004,Ligne_B,82.55,5.22,532,22.0,8.0,0.0
2023-07-14 07:15:00,M-005,Ligne_C,91.35,3.73,472,12.0,8.0,0.0
2023-07-14 08:44:00,M-001,Ligne_A,80.89,3.04,389,12.0,8.0,0.0
2023-07-14 16:45:00,M-005,Ligne_C,80.61,2.6,720,102.0,8.0,0.0
2023-07-14 17:45:00,M-002,Ligne_A,77.49,5.09,508,23.0,7.99,0.01
2023-07-14 18:53:00,M-004,Ligne_B,82.22,5.07,476,11.0,8.0,0.0
2023-07-14 21:43:00,M-002,Ligne_A,71.84,4.47,726,31.0,8.0,0.0
2023-07-14 22:50:00,M-001,Ligne_A,55.17,3.79,635,6.0,8.0,0.0
2023-07-14 23:20:00,M-003,Ligne_B,93.03,4.45,531,14.0,7.25,0.75
2023-07-15 00:07:00,M-005,Ligne_C,91.9,4.71,751,10.0,8.0,0.0
2023-07-15 00:11:00,M-003,Ligne_B,84.43,5.13,703,25.0,8.0,0.0
2023-07-15 02:25:00,M-004,Ligne_B,74.96,4.92,432,9.0,8.0,0.0
2023-07-15 03:12:00,M-005,Ligne_C,82.39,3.5,236,10.0,8.0,0.0
2023-07-15 04:41:00,M-002,Ligne_A,72.42,4.42,247,7.0,7.86,0.14
2023-07-15 06:09:00,M-003,Ligne_B,75.72,6.18,190,2.0,8.0,0.0
2023-07-15 11:11:00,M-002,Ligne_A,66.0,2.84,541,49.0,8.0,0.0
2023-07-15 12:26:00,M-003,Ligne_B,79.88,3.28,503,18.0,8.0,0.0
2023-07-15 12:28:00,M-001,Ligne_A,64.47,5.45,576,16.0,8.0,0.0
2023-07-15 12:42:00,M-001,Ligne_A,76.88,4.57,760,20.0,8.0,0.0
2023-07-15 13:34:00,M-003,Ligne_B,80.65,5.69,429,7.0,8.0,0.0
2023-07-15 13:54:00,M-003,Ligne_B,76.92,3.96,312,10.0,8.0,0.0
2023-07-15 14:47:00,M-002,Ligne_A,131.49,4.98,594,103.0,8.0,0.0
2023-07-15 14:55:00,M-005,Ligne_C,161.11,5.74,577,63.0,8.0,0.0
2023-07-15 15:37:00,M-004,Ligne_B,90.25,5.4,485,14.0,8.0,0.0
2023-07-15 16:20:00,M-005,Ligne_C,90.74,5.87,426,14.0,7.93,0.07
2023-07-15 16:33:00,M-002,Ligne_A,73.9,5.38,635,7.0,8.0,0.0
2023-07-15 16:43:00,M-005,Ligne_C,79.08,5.9,467,8.0,8.0,0.0
2023-07-15 18:22:00,M-002,Ligne_A,64.98,3.06,302,11.0,8.0,0.0
2023-07-15 19:43:00,M-004,Ligne_B,88.71,5.58,424,14.0,8.0,0.0
2023-07-15 19:43:00,M-002,Ligne_A,72.66,2.55,347,48.0,8.0,0.0
2023-07-15 20:23:00,M-003,Ligne_B,86.64,4.93,365,15.0,8.0,0.0
2023-07-15 20:41:00,M-002,Ligne_A,69.65,3.52,520,5.0,7.72,0.28
2023-07-15 20:50:00,M-002,Ligne_A,69.46,,630,17.0,8.0,0.0
2023-07-15 20:57:00,M-001,Ligne_A,73.04,4.08,501,6.0,8.0,0.0
2023-07-15 21:27:00,M-005,Ligne_C,87.1,3.18,596,15.0,8.0,0.0
2023-07-15 23:59:00,M-002,Ligne_A,77.37,4.72,443,10.0,8.0,0.0
2023-07-16 00:02:00,M-005,Ligne_C,85.67,5.88,562,26.0,8.0,0.0
2023-07-16 01:05:00,M-001,Ligne_A,71.21,5.3,960,19.0,8.0,0.0
2023-07-16 02:21:00,M-004,Ligne_B,84.51,5.08,471,7.0,7.65,0.35
2023-07-16 02:56:00,M-003,Ligne_B,77.73,2.96,609,95.0,7.26,0.74
2023-07-16 06:58:00,M-002,Ligne_A,67.94,5.34,486,8.0,8.0,0.0
2023-07-16 07:28:00,M-003,Ligne_B,96.26,4.22,373,5.0,8.0,0.0
2023-07-16 10:48:00,M-002,Ligne_A,61.33,2.8,593,85.0,7.8,0.2
2023-07-16 11:27:00,M-001,Ligne_A,61.27,5.78,601,27.0,8.0,0.0
2023-07-16 13:11:00,M-005,Ligne_C,87.54,5.4,510,20.0,6.95,1.05
2023-07-16 13:38:00,M-004,Ligne_B,67.87,4.3,373,15.0,8.0,0.0
2023-07-16 13:59:00,M-004,Ligne_B,71.94,3.89,759,37.0,8.0,0.0
2023-07-16 15:25:00,M-005,Ligne_C,74.56,3.33,494,8.0,8.0,0.0
2023-07-16 17:32:00,M-005,Ligne_C,85.51,4.05,286,10.0,7.32,0.68
2023-07-16 18:02:00,M-002,Ligne_A,71.08,3.85,312,15.0,8.0,0.0
2023-07-16 19:26:00,M-002,Ligne_A,76.66,3.99,713,29.0,8.0,0.0
2023-07-16 22:09:00,M-002,Ligne_A,68.85,5.21,563,26.0,7.57,0.43
2023-07-16 22:27:00,M-005,Ligne_C,81.18,3.37,608,10.0,8.0,0.0
2023-07-17 00:18:00,M-001,Ligne_A,76.19,4.61,450,9.0,8.0,0.0
2023-07-17 04:06:00,M-003,Ligne_B,96.77,4.5,377,6.0,8.0,0.0
2023-07-17 04:53:00,M-003,Ligne_B,85.86,3.93,375,12.0,8.0,0.0
2023-07-17 06:30:00,M-005,Ligne_C,74.89,4.52,496,22.0,8.0,0.0
2023-07-17 06:31:00,M-002,Ligne_A,71.72,4.53,679,25.0,8.0,0.0
2023-07-17 09:16:00,M-005,Ligne_C,89.19,3.72,615,8.0,8.0,0.0
2023-07-17 09:38:00,M-005,Ligne_C,81.32,4.26,530,23.0,8.0,0.0
2023-07-17 09:38:00,M-001,Ligne_A,75.16,3.45,157,5.0,8.0,0.0
2023-07-17 10:11:00,M-004,Ligne_B,83.51,4.65,610,25.0,8.0,0.0
2023-07-17 11:20:00,M-004,Ligne_B,81.05,2.64,464,38.0,7.91,0.09
2023-07-17 22:21:00,M-005,Ligne_C,92.2,5.59,632,21.0,7.92,0.08
2023-07-18 00:35:00,M-003,Ligne_B,70.82,3.89,664,27.0,8.0,0.0
2023-07-18 05:53:00,M-003,Ligne_B,84.91,5.84,470,7.0,8.0,0.0
2023-07-18 06:33:00,M-004,Ligne_B,76.99,5.09,451,7.0,8.0,0.0
2023-07-18 08:11:00,M-001,Ligne_A,69.8,4.34,454,6.0,7.41,0.59
2023-07-18 11:08:00,M-001,Ligne_A,70.42,4.23,450,21.0,8.0,0.0
2023-07-18 11:16:00,M-003,Ligne_B,85.56,4.02,504,11.0,8.0,0.0
2023-07-18 11:59:00,M-002,Ligne_A,69.1,3.93,446,11.0,8.0,0.0
2023-07-18 13:20:00,M-004,Ligne_B,99.22,4.24,426,5.0,8.0,0.0
2023-07-18 13:22:00,M-003,Ligne_B,-99.9,4.72,243,4.0,8.0,0.0
2023-07-18 15:17:00,M-001,Ligne_A,75.19,3.98,818,21.0,8.0,0.0
2023-07-18 15:30:00,M-002,Ligne_A,68.79,6.56,581,21.0,8.0,0.0
2023-07-18 21:31:00,M-004,Ligne_B,72.35,4.47,431,5.0,8.0,0.0
2023-07-18 23:59:00,M-003,Ligne_B,86.78,3.45,479,15.0,8.0,0.0
2023-07-19 00:35:00,M-004,Ligne_B,79.98,4.84,415,16.0,8.0,0.0
2023-07-19 02:50:00,M-003,Ligne_B,200.24,4.1,607,74.0,8.0,0.0
2023-07-19 03:20:00,M-001,Ligne_A,71.55,4.1,511,15.0,8.0,0.0
2023-07-19 03:40:00,M-004,Ligne_B,76.42,4.85,625,17.0,8.0,0.0
2023-07-19 04:07:00,M-002,Ligne_A,63.26,4.18,636,13.0,8.0,0.0
2023-07-19 05:22:00,M-002,Ligne_A,65.28,3.76,585,28.0,8.0,0.0
2023-07-19 05:38:00,M-001,Ligne_A,74.32,3.99,748,28.0,8.0,0.0
2023-07-19 10:23:00,M-005,Ligne_C,87.4,3.98,503,18.0,8.0,0.0
2023-07-19 12:38:00,M-004,Ligne_B,74.64,4.96,282,5.0,8.0,0.0
2023-07-19 13:34:00,M-001,Ligne_A,-99.9,2.96,119,13.0,8.0,0.0
2023-07-19 13:53:00,M-005,Ligne_C,95.24,4.78,303,12.0,8.0,0.0
2023-07-19 19:36:00,M-003,Ligne_B,79.17,5.35,502,11.0,8.0,0.0
2023-07-19 21:07:00,M-004,Ligne_B,85.26,4.67,223,2.0,8.0,0.0
2023-07-19 21:57:00,M-002,Ligne_A,70.39,5.74,557,10.0,8.0,0.0
2023-07-19 23:46:00,M-004,Ligne_B,66.05,4.81,506,6.0,8.0,0.0
2023-07-20 01:21:00,M-003,Ligne_B,78.24,3.85,400,17.0,8.0,0.0
2023-07-20 02:34:00,M-002,Ligne_A,63.12,6.21,600,18.0,8.0,0.0
2023-07-20 05:18:00,M-002,Ligne_A,63.35,4.27,121,5.0,8.0,0.0
2023-07-20 07:57:00,M-001,Ligne_A,68.5,4.08,556,7.0,8.0,0.0
2023-07-20 10:27:00,M-003,Ligne_B,85.54,5.21,881,39.0,8.0,0.0
2023-07-20 12:04:00,M-004,Ligne_B,96.99,4.32,447,11.0,8.0,0.0
2023-07-20 12:13:00,M-003,Ligne_B,82.16,3.74,567,26.0,8.0,0.0
2023-07-20 18:40:00,M-005,Ligne_C,76.73,3.74,486,13.0,8.0,0.0
2023-07-20 20:58:00,M-003,Ligne_B,93.22,3.0,450,69.0,8.0,0.0
2023-07-20 23:22:00,M-005,Ligne_C,84.71,4.99,494,8.0,7.9,0.1
2023-07-21 01:42:00,M-004,Ligne_B,80.72,5.13,403,4.0,8.0,0.0
2023-07-21 01:51:00,M-002,Ligne_A,74.23,3.37,511,20.0,8.0,0.0
2023-07-21 02:37:00,M-003,Ligne_B,89.47,4.67,410,17.0,7.49,0.51
2023-07-21 02:58:00,M-003,Ligne_B,88.7,5.27,573,18.0,8.0,0.0
2023-07-21 04:25:00,M-001,Ligne_A,80.92,4.07,365,12.0,8.0,0.0
2023-07-21 11:07:00,M-001,Ligne_A,67.14,4.4,488,4.0,7.53,0.47
2023-07-21 11:37:00,M-005,Ligne_C,94.14,3.93,460,12.0,8.0,0.0
2023-07-21 11:50:00,M-003,Ligne_B,68.65,3.47,703,34.0,6.62,1.38
2023-07-21 14:48:00,M-003,Ligne_B,96.75,2.62,629,105.0,8.0,0.0
2023-07-21 17:05:00,M-004,Ligne_B,92.48,4.91,630,23.0,8.0,0.0
2023-07-21 18:36:00,M-002,Ligne_A,75.41,3.97,474,16.0,8.0,0.0
2023-07-21 19:47:00,M-001,Ligne_A,71.2,3.26,481,12.0,7.47,0.53
2023-07-21 19:47:00,M-005,Ligne_C,86.23,3.93,372,3.0,7.91,0.09
2023-07-21 20:20:00,M-005,Ligne_C,88.51,5.11,381,12.0,8.0,0.0
2023-07-22 00:16:00,M-005,Ligne_C,89.93,5.15,544,19.0,8.0,0.0
2023-07-22 00:23:00,M-003,Ligne_B,74.48,3.94,497,23.0,7.56,0.44
2023-07-22 08:37:00,M-005,Ligne_C,86.68,6.02,465,6.0,8.0,0.0
2023-07-22 08:52:00,M-004,Ligne_B,72.89,3.86,733,15.0,8.0,0.0
2023-07-22 09:05:00,M-001,Ligne_A,68.21,5.41,277,9.0,8.0,0.0
2023-07-22 10:34:00,M-001,Ligne_A,71.75,4.49,453,16.0,8.0,0.0
2023-07-22 10:53:00,M-004,Ligne_B,83.57,5.08,578,27.0,7.75,0.25
2023-07-22 11:49:00,M-002,Ligne_A,77.09,5.07,449,5.0,8.0,0.0
2023-07-22 12:44:00,M-005,Ligne_C,83.95,5.39,569,21.0,7.67,0.33
2023-07-22 15:01:00,M-002,Ligne_A,-99.9,4.59,450,19.0,8.0,0.0
2023-07-22 16:03:00,M-001,Ligne_A,74.0,4.93,532,12.0,8.0,0.0
2023-07-22 19:03:00,M-004,Ligne_B,83.84,4.64,572,11.0,7.85,0.15
2023-07-22 20:19:00,M-002,Ligne_A,74.73,4.44,542,11.0,8.0,0.0
2023-07-22 20:29:00,M-003,Ligne_B,82.86,2.97,345,50.0,8.0,0.0
2023-07-23 00:07:00,M-003,Ligne_B,92.0,5.7,531,9.0,8.0,0.0
2023-07-23 02:23:00,M-003,Ligne_B,83.54,,511,20.0,8.0,0.0
2023-07-23 04:45:00,M-003,Ligne_B,78.16,3.58,663,21.0,6.93,1.07
2023-07-23 07:35:00,M-002,Ligne_A,65.83,5.38,334,13.0,8.0,0.0
2023-07-23 07:48:00,M-003,Ligne_B,82.82,3.63,168,3.0,8.0,0.0
2023-07-23 08:12:00,M-004,Ligne_B,83.16,3.67,602,23.0,8.0,0.0
2023-07-23 09:49:00,M-001,Ligne_A,70.53,5.07,401,17.0,8.0,0.0
2023-07-23 10:18:00,M-002,Ligne_A,-99.9,5.14,275,13.0,8.0,0.0
2023-07-23 10:18:00,M-004,Ligne_B,95.91,5.03,396,16.0,8.0,0.0
2023-07-23 10:41:00,M-005,Ligne_C,84.4,4.54,315,10.0,8.0,0.0
2023-07-23 11:32:00,M-001,Ligne_A,59.82,4.07,210,5.0,8.0,0.0
2023-07-23 13:12:00,M-005,Ligne_C,82.69,5.23,206,4.0,8.0,0.0
2023-07-23 15:11:00,M-001,Ligne_A,70.0,4.74,484,21.0,8.0,0.0
2023-07-23 15:31:00,M-003,Ligne_B,75.24,3.49,527,22.0,8.0,0.0
2023-07-23 15:43:00,M-004,Ligne_B,75.0,3.77,567,26.0,8.0,0.0
2023-07-23 16:27:00,M-001,Ligne_A,75.37,5.59,610,26.0,8.0,0.0
2023-07-23 23:02:00,M-005,Ligne_C,80.39,4.64,372,14.0,8.0,0.0
2023-07-24 02:01:00,M-005,Ligne_C,85.12,4.98,509,8.0,8.0,0.0
2023-07-24 06:04:00,M-005,Ligne_C,75.83,4.89,722,28.0,7.16,0.84
2023-07-24 06:16:00,M-005,Ligne_C,90.31,5.54,336,10.0,8.0,0.0
2023-07-24 06:25:00,M-001,Ligne_A,71.15,3.42,243,10.0,8.0,0.0
2023-07-24 10:17:00,M-003,Ligne_B,74.93,4.2,489,6.0,8.0,0.0
2023-07-24 10:50:00,M-003,Ligne_B,77.84,5.64,526,23.0,7.27,0.73
2023-07-24 12:39:00,M-003,Ligne_B,88.38,4.17,149,2.0,8.0,0.0
2023-07-24 15:32:00,M-001,Ligne_A,74.83,3.92,546,15.0,8.0,0.0
2023-07-24 16:46:00,M-005,Ligne_C,88.8,3.99,166,5.0,8.0,0.0
2023-07-24 21:41:00,M-004,Ligne_B,92.03,4.19,337,14.0,8.0,0.0
2023-07-24 23:28:00,M-004,Ligne_B,85.72,4.69,775,23.0,8.0,0.0
2023-07-24 23:39:00,M-003,Ligne_B,86.75,3.97,567,12.0,8.0,0.0
2023-07-25 01:10:00,M-002,Ligne_A,68.67,4.88,814,27.0,7.73,0.27
2023-07-25 02:09:00,M-005,Ligne_C,83.57,4.43,628,23.0,7.48,0.52
2023-07-25 06:40:00,M-005,Ligne_C,90.97,4.47,708,15.0,8.0,0.0
2023-07-25 08:28:00,M-004,Ligne_B,92.78,4.06,273,11.0,8.0,0.0
2023-07-25 10:04:00,M-005,Ligne_C,86.02,3.94,371,7.0,7.64,0.36
2023-07-25 10:07:00,M-001,Ligne_A,65.55,4.13,658,21.0,6.95,1.05
2023-07-25 11:00:00,M-002,Ligne_A,69.34,4.12,435,14.0,8.0,0.0
2023-07-25 12:29:00,M-004,Ligne_B,99.4,4.12,598,28.0,8.0,0.0
2023-07-25 13:43:00,M-004,Ligne_B,90.38,3.46,432,13.0,7.94,0.06
2023-07-25 17:32:00,M-005,Ligne_C,78.51,3.96,364,4.0,8.0,0.0
2023-07-25 18:26:00,M-005,Ligne_C,83.32,5.4,740,28.0,8.0,0.0
2023-07-25 19:03:00,M-003,Ligne_B,79.52,4.76,394,17.0,8.0,0.0
2023-07-25 19:41:00,M-002,Ligne_A,68.02,3.88,596,14.0,6.3,1.7
2023-07-25 20:20:00,M-003,Ligne_B,94.07,4.82,374,15.0,8.0,0.0
2023-07-25 20:58:00,M-002,Ligne_A,66.6,5.4,674,21.0,8.0,0.0
2023-07-25 21:44:00,M-003,Ligne_B,96.45,4.85,374,16.0,8.0,0.0
2023-07-26 00:14:00,M-005,Ligne_C,75.83,4.86,218,8.0,8.0,0.0
2023-07-26 01:57:00,M-005,Ligne_C,93.18,4.3,593,16.0,8.0,0.0
2023-07-26 02:02:00,M-002,Ligne_A,74.12,5.29,260,11.0,8.0,0.0
2023-07-26 04:54:00,M-003,Ligne_B,76.62,2.56,445,41.0,8.0,0.0
2023-07-26 07:02:00,M-004,Ligne_B,84.5,4.91,600,17.0,8.0,0.0
2023-07-26 09:41:00,M-001,Ligne_A,74.56,4.37,351,16.0,7.17,0.83
2023-07-26 13:02:00,M-005,Ligne_C,79.15,4.11,576,9.0,8.0,0.0
2023-07-26 13:30:00,M-001,Ligne_A,66.36,5.11,361,9.0,8.0,0.0
2023-07-26 16:52:00,M-002,Ligne_A,74.25,3.32,362,5.0,8.0,0.0
2023-07-26 18:00:00,M-004,Ligne_B,68.42,4.34,638,20.0,8.0,0.0
2023-07-26 22:18:00,M-005,Ligne_C,88.97,4.57,445,5.0,8.0,0.0
2023-07-26 23:49:00,M-001,Ligne_A,77.7,5.27,578,26.0,7.16,0.84
2023-07-27 00:39:00,M-001,Ligne_A,67.54,5.1,246,11.0,8.0,0.0
2023-07-27 02:38:00,M-005,Ligne_C,91.8,4.06,617,25.0,8.0,0.0
2023-07-27 12:24:00,M-004,Ligne_B,90.45,4.74,470,8.0,7.43,0.57
2023-07-27 12:25:00,M-005,Ligne_C,-99.9,4.55,525,23.0,8.0,0.0
2023-07-27 13:32:00,M-005,Ligne_C,72.22,5.19,721,21.0,8.0,0.0
2023-07-27 14:36:00,M-002,Ligne_A,66.59,4.21,440,8.0,8.0,0.0
2023-07-27 15:11:00,M-001,Ligne_A,69.62,2.97,261,31.0,8.0,0.0
2023-07-27 21:32:00,M-002,Ligne_A,65.99,4.58,396,15.0,7.74,0.26
2023-07-27 21:47:00,M-001,Ligne_A,76.45,4.48,402,15.0,8.0,0.0
2023-07-27 22:50:00,M-005,Ligne_C,75.71,4.1,613,28.0,8.0,0.0
2023-07-27 23:10:00,M-001,Ligne_A,73.45,4.6,146,3.0,8.0,0.0
2023-07-28 02:21:00,M-005,Ligne_C,91.02,3.83,374,9.0,8.0,0.0
2023-07-28 03:48:00,M-002,Ligne_A,60.67,4.86,534,19.0,7.68,0.32
2023-07-28 06:06:00,M-005,Ligne_C,89.32,5.48,492,21.0,8.0,0.0
2023-07-28 06:08:00,M-005,Ligne_C,81.19,3.74,268,12.0,8.0,0.0
2023-07-28 08:02:00,M-002,Ligne_A,72.36,5.27,415,4.0,7.94,0.06
2023-07-28 08:07:00,M-004,Ligne_B,82.6,4.86,231,2.0,8.0,0.0
2023-07-28 09:54:00,M-004,Ligne_B,83.32,4.28,702,22.0,8.0,0.0
2023-07-28 11:42:00,M-003,Ligne_B,95.77,3.94,297,4.0,8.0,0.0
2023-07-28 14:05:00,M-005,Ligne_C,87.16,4.33,534,6.0,8.0,0.0
2023-07-28 18:34:00,M-003,Ligne_B,89.71,3.6,624,16.0,7.48,0.52
2023-07-28 20:14:00,M-003,Ligne_B,73.95,4.18,316,15.0,7.2,0.8
2023-07-28 21:37:00,M-003,Ligne_B,76.07,3.38,470,19.0,8.0,0.0
2023-07-29 03:07:00,M-001,Ligne_A,67.88,4.1,631,9.0,8.0,0.0
2023-07-29 03:16:00,M-002,Ligne_A,68.46,4.49,341,7.0,8.0,0.0
2023-07-29 08:55:00,M-001,Ligne_A,62.31,6.25,355,5.0,8.0,0.0
2023-07-29 11:05:00,M-003,Ligne_B,83.87,4.17,456,5.0,8.0,0.0
2023-07-29 12:14:00,M-004,Ligne_B,95.68,5.11,721,27.0,6.63,1.37
2023-07-29 13:32:00,M-004,Ligne_B,77.67,4.78,706,9.0,8.0,0.0
2023-07-29 14:40:00,M-002,Ligne_A,65.3,3.66,257,3.0,8.0,0.0
2023-07-29 14:54:00,M-004,Ligne_B,87.84,3.76,658,18.0,8.0,0.0
2023-07-29 18:04:00,M-005,Ligne_C,86.79,4.25,634,18.0,8.0,0.0
2023-07-29 20:28:00,M-002,Ligne_A,70.73,5.06,518,11.0,8.0,0.0
2023-07-29 20:58:00,M-005,Ligne_C,81.9,4.4,739,30.0,8.0,0.0
2023-07-29 21:31:00,M-005,Ligne_C,89.48,4.35,326,5.0,8.0,0.0
2023-07-30 00:15:00,M-005,Ligne_C,78.33,4.86,471,10.0,8.0,0.0
2023-07-30 01:17:00,M-003,Ligne_B,86.98,4.39,675,7.0,7.66,0.34
2023-07-30 01:20:00,M-004,Ligne_B,74.32,4.94,382,16.0,8.0,0.0
2023-07-30 02:05:00,M-004,Ligne_B,85.82,3.47,324,3.0,8.0,0.0
2023-07-30 03:22:00,M-001,Ligne_A,72.43,6.19,633,10.0,8.0,0.0
2023-07-30 03:31:00,M-004,Ligne_B,84.38,2.91,504,71.0,8.0,0.0
2023-07-30 07:55:00,M-002,Ligne_A,73.2,3.69,525,24.0,7.98,0.02
2023-07-30 08:24:00,M-003,Ligne_B,69.74,5.44,500,16.0,7.84,0.16
2023-07-30 11:22:00,M-005,Ligne_C,96.43,3.76,468,9.0,8.0,0.0
2023-07-30 14:02:00,M-002,Ligne_A,67.43,3.81,391,6.0,8.0,0.0
2023-07-30 16:49:00,M-003,Ligne_B,82.5,4.16,614,8.0,8.0,0.0
2023-07-30 22:39:00,M-002,Ligne_A,73.36,4.25,673,13.0,8.0,0.0
2023-07-30 23:21:00,M-003,Ligne_B,93.75,4.74,550,25.0,7.86,0.14
2023-07-31 00:11:00,M-003,Ligne_B,86.67,4.29,493,22.0,8.0,0.0
2023-07-31 01:21:00,M-003,Ligne_B,85.06,4.49,331,3.0,8.0,0.0
2023-07-31 01:36:00,M-001,Ligne_A,62.74,5.09,450,4.0,8.0,0.0
2023-07-31 05:11:00,M-005,Ligne_C,82.08,4.43,334,6.0,8.0,0.0
2023-07-31 06:24:00,M-004,Ligne_B,81.96,4.36,652,13.0,7.56,0.44
2023-07-31 08:52:00,M-003,Ligne_B,82.0,3.99,265,9.0,8.0,0.0
2023-07-31 10:45:00,M-001,Ligne_A,71.38,5.75,492,23.0,8.0,0.0
2023-07-31 10:45:00,M-002,Ligne_A,68.33,3.88,369,15.0,8.0,0.0
2023-07-31 12:15:00,M-004,Ligne_B,81.84,4.42,741,23.0,8.0,0.0
2023-07-31 12:49:00,M-001,Ligne_A,70.43,3.95,552,11.0,8.0,0.0
2023-07-31 13:35:00,M-002,Ligne_A,76.92,3.57,711,22.0,8.0,0.0
2023-07-31 16:13:00,M-004,Ligne_B,68.34,4.3,591,6.0,6.64,1.36
2023-07-31 17:57:00,M-002,Ligne_A,71.74,6.02,516,22.0,8.0,0.0
2023-07-31 19:44:00,M-005,Ligne_C,93.77,4.4,444,16.0,6.98,1.02
2023-07-31 21:12:00,M-002,Ligne_A,68.27,4.73,619,19.0,7.8,0.2
2023-07-31 22:13:00,M-004,Ligne_B,86.53,5.84,270,13.0,7.58,0.42
2023-07-31 23:03:00,M-003,Ligne_B,95.9,5.84,584,23.0,8.0,0.0
2023-08-01 01:00:00,M-005,Ligne_C,83.95,3.28,505,12.0,8.0,0.0
2023-08-01 01:59:00,M-003,Ligne_B,79.97,4.4,449,11.0,8.0,0.0
2023-08-01 04:00:00,M-004,Ligne_B,87.04,4.52,498,18.0,8.0,0.0
2023-08-01 04:09:00,M-003,Ligne_B,88.58,4.38,355,15.0,8.0,0.0
2023-08-01 04:53:00,M-005,Ligne_C,98.3,4.54,372,16.0,8.0,0.0
2023-08-01 05:12:00,M-003,Ligne_B,90.95,3.34,469,20.0,8.0,0.0
2023-08-01 05:44:00,M-003,Ligne_B,95.65,4.1,175,7.0,8.0,0.0
2023-08-01 08:13:00,M-003,Ligne_B,91.16,3.06,707,10.0,8.0,0.0
2023-08-01 10:46:00,M-005,Ligne_C,82.48,5.25,597,9.0,8.0,0.0
2023-08-01 10:59:00,M-005,Ligne_C,86.5,5.71,557,22.0,8.0,0.0
2023-08-01 11:40:00,M-004,Ligne_B,101.04,4.88,594,74.0,8.0,0.0
2023-08-01 11:50:00,M-003,Ligne_B,88.34,4.46,471,7.0,8.0,0.0
2023-08-01 12:16:00,M-005,Ligne_C,82.43,3.99,520,6.0,8.0,0.0
2023-08-01 12:28:00,M-004,Ligne_B,82.73,4.42,472,15.0,8.0,0.0
2023-08-01 12:47:00,M-002,Ligne_A,69.43,4.61,453,18.0,7.96,0.04
2023-08-01 13:21:00,M-003,Ligne_B,83.79,3.23,553,10.0,8.0,0.0
2023-08-01 20:36:00,M-003,Ligne_B,86.78,5.45,552,26.0,8.0,0.0
2023-08-01 20:52:00,M-005,Ligne_C,91.21,5.05,263,9.0,7.75,0.25
2023-08-01 23:19:00,M-001,Ligne_A,57.7,4.39,675,24.0,7.98,0.02
2023-08-02 04:48:00,M-004,Ligne_B,84.35,4.22,504,20.0,8.0,0.0
2023-08-02 05:10:00,M-005,Ligne_C,82.69,2.88,450,46.0,8.0,0.0
2023-08-02 08:19:00,M-001,Ligne_A,64.42,3.48,349,6.0,8.0,0.0
2023-08-02 09:09:00,M-005,Ligne_C,88.57,5.25,406,12.0,8.0,0.0
2023-08-02 13:09:00,M-005,Ligne_C,75.67,5.3,510,12.0,8.0,0.0
2023-08-02 13:09:00,M-004,Ligne_B,84.13,5.19,523,24.0,8.0,0.0
2023-08-02 17:12:00,M-005,Ligne_C,85.64,2.39,366,65.0,7.94,0.06
